date,station,city,state_id,lat,lon,station_type,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind_speed
2023-06-06,Raipur IGSV,Raipur,ct,21.24,81.63,urban,45.7,86.7,9.78868362079028,10.2,0.57,71.8,76,30.1,51.1,10.5
2023-06-06,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,31.6,67.9,18.768677359834573,4.6,0.77,66.4,53,34.3,55.0,6.6
2023-06-06,Chennai Alandur,Chennai,tn,13.0,80.21,urban,32.9,63.3,25.340724121624113,1.2,0.24,68.8,55,34.3,49.9,0.7
2023-06-06,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,11.9,25.2,2.376262914323773,3.9,0.2,80.9,20,32.6,50.9,6.3
2023-06-06,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,13.0,23.5,13.2,10.00885591015922,0.2,61.6,22,29.1,54.4,2.4
2023-06-06,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,28.2,39.9,21.06970448154651,1.0,0.61,62.6,47,28.2,55.4,6.1
2023-06-06,Guwahati Railway,Guwahati,as,26.19,91.75,urban,63.1,115.3,28.241440911084652,10.9,0.85,63.5,110,28.9,58.4,1.3
2023-06-06,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,63.3,109.6,25.02530857882976,5.8,0.48,63.2,111,27.2,54.0,3.0
2023-06-06,Shimla Ridge,Shimla,hp,31.1,77.17,residential,57.5,94.2,17.3,4.9,0.85,73.7,96,24.3,57.3,3.4
2023-06-06,Ernakulam South,Kochi,kl,9.98,76.3,urban,15.9,33.0,11.997250730835146,1.0,0.2,69.3,26,37.0,57.1,3.3
2023-06-06,Panaji Altinho,Panaji,ga,15.49,73.83,urban,24.8,48.2,16.918667743104415,3.3,0.58,77.9,41,33.9,50.8,3.8
2023-06-07,ITO,New Delhi,dl,28.63,77.24,urban,56.8,124.9,27.067556522006505,2.1,0.71,55.8,95,27.8,53.9,2.9
2023-06-07,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,77.4,147.6,23.5,18.289339289966403,0.85,78.3,158,24.9,56.0,3.7
2023-06-07,RK Puram,New Delhi,dl,28.56,77.17,residential,41.4,83.9,9.8,2.5,0.41,66.6,69,24.3,50.1,2.1
2023-06-07,Lucknow Central,Lucknow,up,26.85,80.95,urban,70.0,113.7,47.25306015089751,1.7,0.88,52.6,133,29.3,50.0,6.5
2023-06-07,Noida Sec-62,Noida,up,28.63,77.37,urban,54.6,109.1,32.82915769970224,4.0,0.77,75.3,91,28.4,49.4,4.1
2023-06-07,Patna Airport,Patna,br,25.59,85.09,urban,69.7,152.2,41.318889186483915,2.4,0.82,63.7,132,29.7,57.4,5.9
2023-06-07,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,21.4,34.4,4.719197732719672,3.9,0.2,63.0,36,36.6,39.9,5.2
2023-06-07,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,17.8,34.9,18.0537998900401,1.0,0.2,97.0,30,29.4,49.3,6.8
2023-06-07,Pune IITM,Pune,mh,18.54,73.81,suburban,23.1,49.3,20.8,3.9,0.36,65.6,39,30.1,53.1,5.0
2023-06-07,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,40.9,76.0,17.148173709337616,2.2,0.67,70.3,68,33.4,50.0,3.6
2023-06-07,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,55.7,115.2,34.620567857250514,5.8,0.85,65.8,93,21.9,46.5,4.7
2023-06-07,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,74.2,151.8,42.994629047805134,8.9,0.64,77.0,147,24.9,59.3,5.4
2023-06-07,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,85.6,173.0,29.70741119238624,7.5,1.03,81.4,185,27.8,52.0,8.2
2023-06-07,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,44.9,69.8,27.80771945498906,5.4,0.58,65.0,75,28.0,52.0,3.9
2023-06-07,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,46.0,62.6,16.5,9.31719836526726,0.44,78.2,77,33.7,51.5,5.4
2023-06-07,Raipur IGSV,Raipur,ct,21.24,81.63,urban,25.3,42.5,30.443051759773827,2.2,0.2,62.2,42,32.5,61.0,6.1
2023-06-07,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,6.3,10.0,8.388674651475853,1.3,0.2,72.6,10,33.0,48.6,3.6
2023-06-07,Chennai Alandur,Chennai,tn,13.0,80.21,urban,21.8,38.2,18.916652937393838,1.3,0.2,72.7,36,34.9,51.1,6.4
2023-06-07,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,14.3,27.5,29.78010646812088,4.0,0.2,61.8,24,33.2,49.8,0.3
2023-06-07,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,26.8,43.0,23.9,7.671658207477506,0.35,71.4,45,29.6,53.9,6.2
2023-06-07,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,39.2,72.1,22.462771191962467,1.5,0.71,60.0,65,34.1,49.9,4.5
2023-06-07,Guwahati Railway,Guwahati,as,26.19,91.75,urban,76.1,156.4,47.52671607473493,3.2,0.97,62.3,154,29.1,57.8,2.0
2023-06-07,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,49.0,76.0,30.38157832402384,1.6,0.69,64.0,82,26.3,52.4,4.2
2023-06-07,Shimla Ridge,Shimla,hp,31.1,77.17,residential,58.4,92.7,8.1,1.9,0.68,79.4,97,28.9,53.3,3.8
2023-06-07,Ernakulam South,Kochi,kl,9.98,76.3,urban,28.9,46.5,16.555120527583608,1.0,0.65,71.2,48,38.4,51.8,3.6
2023-06-07,Panaji Altinho,Panaji,ga,15.49,73.83,urban,18.5,27.2,8.116481988697792,1.3,0.27,87.8,31,29.6,48.3,0.7
2023-06-08,ITO,New Delhi,dl,28.63,77.24,urban,69.8,109.8,33.065284069609156,1.0,1.17,82.6,133,27.4,60.6,4.1
2023-06-08,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,59.1,122.3,31.5,6.958244512939243,0.8,61.8,98,30.7,54.5,5.1
2023-06-08,RK Puram,New Delhi,dl,28.56,77.17,residential,54.1,88.1,19.6,5.6,0.72,54.9,90,24.4,54.7,5.6
2023-06-08,Lucknow Central,Lucknow,up,26.85,80.95,urban,57.4,93.0,43.71222273553636,11.3,1.01,73.0,96,27.0,53.3,6.1
2023-06-08,Noida Sec-62,Noida,up,28.63,77.37,urban,49.5,73.5,32.44805154699109,3.5,0.64,62.2,82,30.3,48.0,6.6
2023-06-08,Patna Airport,Patna,br,25.59,85.09,urban,57.6,119.2,11.78994045590299,1.3,0.43,79.1,96,29.2,49.8,4.7
2023-06-08,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,31.5,49.4,32.24520976028065,1.7,0.25,65.8,52,26.3,49.9,4.5
2023-06-08,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,30.5,55.8,21.85988392533759,2.0,0.28,70.0,51,33.4,38.7,6.7
2023-06-08,Pune IITM,Pune,mh,18.54,73.81,suburban,7.2,16.3,9.2,5.1,0.2,72.6,12,33.4,59.5,4.8
2023-06-08,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,39.8,69.1,24.183002048709035,3.1,0.45,68.4,66,27.7,67.2,2.7
2023-06-08,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,48.8,74.4,27.194890692695207,1.0,0.25,65.8,81,24.7,63.7,4.2
2023-06-08,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,57.6,90.7,31.35934464500403,6.3,0.7,75.2,96,26.4,41.9,5.2
2023-06-08,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,54.4,90.5,23.23236338230717,6.2,1.05,80.8,91,28.3,55.6,2.5
2023-06-08,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,31.5,59.7,17.73457090700696,3.7,0.24,80.4,52,30.4,54.4,4.6
2023-06-08,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,30.6,64.1,3.9,5.1674516101972205,0.2,71.2,51,28.2,47.1,7.7
2023-06-08,Raipur IGSV,Raipur,ct,21.24,81.63,urban,28.4,45.8,16.451881358939772,2.6,0.41,71.3,47,29.7,50.4,6.8
2023-06-08,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,10.8,24.2,4.7982471295718225,1.0,0.2,81.7,18,33.5,52.8,6.2
2023-06-08,Chennai Alandur,Chennai,tn,13.0,80.21,urban,28.9,59.4,21.756165470719424,7.1,0.2,64.3,48,35.6,47.6,2.4
2023-06-08,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,5.0,11.3,15.032805008757618,3.7,0.2,72.5,10,29.8,54.9,5.7
2023-06-08,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,29.9,47.7,12.6,11.840353286425486,0.6,70.6,50,30.3,52.5,6.2
2023-06-08,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,22.5,33.8,16.326259581130696,2.6,0.2,81.7,38,33.4,50.0,2.1
2023-06-08,Guwahati Railway,Guwahati,as,26.19,91.75,urban,57.9,90.3,17.83111500794068,4.1,0.84,69.9,96,27.9,51.5,7.8
2023-06-08,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,80.0,168.6,26.951454339224476,2.9,1.13,70.5,167,24.8,56.2,0.3
2023-06-08,Shimla Ridge,Shimla,hp,31.1,77.17,residential,48.2,74.1,23.5,5.2,0.65,74.4,80,22.3,43.9,8.0
2023-06-08,Ernakulam South,Kochi,kl,9.98,76.3,urban,14.6,22.1,6.013971815110031,1.0,0.2,75.5,24,36.0,49.5,5.6
2023-06-08,Panaji Altinho,Panaji,ga,15.49,73.83,urban,17.0,34.3,18.59180944126671,1.0,0.2,69.0,28,33.9,58.9,1.5
2023-06-09,ITO,New Delhi,dl,28.63,77.24,urban,74.0,100.4,41.771708956038175,2.6,0.93,61.1,147,28.9,53.6,3.7
2023-06-09,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,88.2,170.1,36.2,22.686987771567782,1.08,63.7,194,28.7,57.7,3.9
2023-06-09,RK Puram,New Delhi,dl,28.56,77.17,residential,50.4,110.8,33.9,5.3,0.64,75.5,84,28.2,53.9,6.6
2023-06-09,Lucknow Central,Lucknow,up,26.85,80.95,urban,45.7,79.6,31.974975398697858,1.0,0.85,85.5,76,28.4,40.5,0.5
2023-06-09,Noida Sec-62,Noida,up,28.63,77.37,urban,46.3,72.9,22.257830290567895,1.7,0.68,79.9,77,24.6,51.3,5.4
2023-06-09,Patna Airport,Patna,br,25.59,85.09,urban,60.7,129.7,38.67782373886416,4.0,0.84,67.2,102,27.5,56.1,6.4
2023-06-09,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,38.9,73.6,9.855866683040128,3.4,0.21,73.2,65,27.5,42.0,8.0
2023-06-09,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,15.9,35.5,22.190257385926255,1.0,0.2,71.3,26,32.0,51.3,5.4
2023-06-09,Pune IITM,Pune,mh,18.54,73.81,suburban,26.8,51.6,3.9,4.6,0.37,86.9,45,31.8,65.3,5.3
2023-06-09,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,31.1,58.0,34.28632463139088,1.0,0.2,68.1,52,33.8,52.1,4.1
2023-06-09,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,69.3,118.7,22.87131725433909,10.0,0.7,78.0,131,29.7,56.9,4.5
2023-06-09,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,66.1,106.7,41.47805080719748,2.8,0.66,61.9,120,23.9,45.4,1.7
2023-06-09,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,61.7,130.2,33.90919363740568,5.4,0.84,60.8,106,26.2,55.8,2.0
2023-06-09,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,35.7,80.8,21.77033803956871,3.8,0.35,69.4,60,29.4,55.8,3.7
2023-06-09,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,53.2,79.1,11.2,24.390164139987256,0.47,78.2,89,27.3,49.4,4.1
2023-06-09,Raipur IGSV,Raipur,ct,21.24,81.63,urban,21.8,41.6,13.67690636595275,1.0,0.26,73.8,36,30.0,54.7,1.7
2023-06-09,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,13.5,26.0,11.606483608509171,2.9,0.46,83.6,22,34.3,44.3,2.4
2023-06-09,Chennai Alandur,Chennai,tn,13.0,80.21,urban,10.4,12.0,14.6395569222759,2.4,0.2,72.5,17,29.9,52.5,1.3
2023-06-09,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,21.6,37.0,15.545165290789196,2.6,0.2,75.0,36,35.1,55.1,3.3
2023-06-09,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,16.2,40.2,12.7,14.32438578271812,0.2,70.5,27,32.7,56.5,5.4
2023-06-09,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,34.0,47.5,15.393741883905157,3.9,0.47,74.8,57,34.6,49.0,3.4
2023-06-09,Guwahati Railway,Guwahati,as,26.19,91.75,urban,43.6,72.0,13.873340180442064,1.0,0.45,93.5,73,27.7,54.9,3.6
2023-06-09,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,72.9,125.0,48.59807344321571,6.1,0.49,60.8,143,27.7,49.8,1.7
2023-06-09,Shimla Ridge,Shimla,hp,31.1,77.17,residential,54.1,86.6,16.2,8.0,0.68,69.4,90,28.6,57.2,2.6
2023-06-09,Ernakulam South,Kochi,kl,9.98,76.3,urban,10.0,10.0,8.703585947541633,2.8,0.2,77.1,17,36.5,57.2,5.0
2023-06-09,Panaji Altinho,Panaji,ga,15.49,73.83,urban,18.2,26.7,21.654558660813564,8.2,0.62,68.7,30,30.9,50.1,4.2
2023-06-10,ITO,New Delhi,dl,28.63,77.24,urban,76.0,175.3,34.29564526464489,7.0,0.9,67.3,153,28.6,57.3,3.5
2023-06-10,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,76.9,152.5,13.4,23.164629896848567,1.11,66.8,156,24.4,60.3,7.3
2023-06-10,RK Puram,New Delhi,dl,28.56,77.17,residential,62.0,95.3,14.2,7.4,1.08,64.8,107,26.9,48.7,8.5
2023-06-10,Lucknow Central,Lucknow,up,26.85,80.95,urban,68.3,123.0,37.85811871364821,11.9,0.86,62.1,128,30.9,53.2,5.5
2023-06-10,Noida Sec-62,Noida,up,28.63,77.37,urban,47.1,75.3,18.377517169875972,3.5,0.46,86.2,78,25.7,54.7,6.8
2023-06-10,Patna Airport,Patna,br,25.59,85.09,urban,58.0,112.1,35.813675525998434,5.2,0.54,54.4,97,30.2,52.7,7.3
2023-06-10,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,27.9,69.4,28.76050106129401,6.5,0.2,58.9,46,26.4,43.8,4.5
2023-06-10,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,10.7,24.2,5.456515300364541,5.7,0.2,83.4,18,32.5,56.7,5.4
2023-06-10,Pune IITM,Pune,mh,18.54,73.81,suburban,7.4,15.3,2.0,1.0,0.2,92.2,12,32.5,59.6,4.4
2023-06-10,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,25.5,42.9,22.15178735382481,1.3,0.35,64.5,42,30.6,48.7,3.9
2023-06-10,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,63.4,94.3,37.803571833660996,8.7,0.7,70.7,111,25.1,57.0,4.6
2023-06-10,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,45.4,89.5,30.184018327150852,4.0,0.23,45.4,76,26.7,59.9,4.8
2023-06-10,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,74.3,161.7,50.17245354190957,6.9,0.79,52.9,148,25.2,55.6,3.5
2023-06-10,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,37.7,57.6,30.467838000409373,1.5,0.79,64.4,63,29.3,45.2,3.2
2023-06-10,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,41.7,55.6,17.5,10.867584201671322,0.36,79.7,70,29.9,52.0,4.4
2023-06-10,Raipur IGSV,Raipur,ct,21.24,81.63,urban,42.9,62.8,26.701916673074297,1.0,0.54,78.0,72,30.0,52.5,2.5
2023-06-10,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,28.4,47.2,18.65913350887383,9.1,0.27,69.1,47,34.9,51.4,7.3
2023-06-10,Chennai Alandur,Chennai,tn,13.0,80.21,urban,16.1,20.1,17.196869214350308,1.7,0.2,73.4,27,36.8,44.5,6.4
2023-06-10,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,28.0,45.2,5.399246252585697,4.8,0.82,84.4,47,35.4,49.1,4.0
2023-06-10,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,30.4,67.6,2.0,11.44249387336664,0.41,88.4,51,33.8,55.1,5.3
2023-06-10,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,24.7,54.1,15.178746757967374,5.0,0.44,67.6,41,33.3,54.6,6.8
2023-06-10,Guwahati Railway,Guwahati,as,26.19,91.75,urban,68.6,141.6,20.047254419432818,11.3,0.92,66.9,129,30.0,57.8,1.8
2023-06-10,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,59.0,119.8,40.08262109315676,3.6,0.55,60.0,98,27.7,49.2,8.0
2023-06-10,Shimla Ridge,Shimla,hp,31.1,77.17,residential,61.6,134.2,36.1,8.6,0.77,61.2,105,23.4,47.6,2.6
2023-06-10,Ernakulam South,Kochi,kl,9.98,76.3,urban,26.6,40.1,11.640032233908897,3.5,0.23,74.0,44,34.7,50.6,6.7
2023-06-10,Panaji Altinho,Panaji,ga,15.49,73.83,urban,24.4,55.7,16.572172086816533,4.4,0.2,67.7,41,33.6,59.3,5.7
2023-06-11,ITO,New Delhi,dl,28.63,77.24,urban,71.9,142.2,30.762829821644583,5.8,0.49,75.3,140,32.1,57.5,7.3
2023-06-11,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,65.4,118.0,34.7,17.219669038090252,0.77,70.5,118,29.9,50.7,4.4
2023-06-11,RK Puram,New Delhi,dl,28.56,77.17,residential,44.5,54.8,16.5,1.0,0.66,83.0,74,23.4,49.8,2.6
2023-06-11,Lucknow Central,Lucknow,up,26.85,80.95,urban,78.7,110.5,38.604047091905464,7.9,0.76,55.4,162,28.4,56.7,2.5
2023-06-11,Noida Sec-62,Noida,up,28.63,77.37,urban,45.9,76.6,20.236280179540593,3.4,0.68,70.5,76,26.8,48.5,3.5
2023-06-11,Patna Airport,Patna,br,25.59,85.09,urban,79.7,157.1,43.44175801133982,7.0,1.06,49.2,166,26.3,60.7,6.5
2023-06-11,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,31.9,73.5,17.493678001887645,1.0,0.63,71.1,53,27.4,50.8,0.5
2023-06-11,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,7.4,11.6,18.002551638522526,1.0,0.2,70.2,12,31.9,52.4,4.3
2023-06-11,Pune IITM,Pune,mh,18.54,73.81,suburban,20.6,22.8,12.3,2.5,0.26,54.0,34,31.2,51.5,6.5
2023-06-11,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,33.5,55.7,21.227996542488718,4.2,0.2,70.8,56,27.7,47.9,1.3
2023-06-11,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,50.2,100.5,28.671464027015904,7.0,0.77,67.5,84,26.1,62.3,3.2
2023-06-11,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,82.6,117.6,57.25556136193124,8.1,0.61,67.2,175,31.4,53.8,2.5
2023-06-11,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,58.2,128.2,29.31959963103799,1.0,0.64,72.6,97,29.9,46.1,6.2
2023-06-11,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,43.7,78.2,29.408444271271527,6.1,0.54,71.2,73,28.3,51.6,3.6
2023-06-11,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,41.8,72.1,19.7,20.238663730165314,0.46,69.9,70,32.5,51.8,4.6
2023-06-11,Raipur IGSV,Raipur,ct,21.24,81.63,urban,25.8,41.1,14.51958936177066,1.0,0.27,81.7,43,29.1,45.5,0.9
2023-06-11,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,5.0,12.4,2.0,1.0,0.2,88.7,10,35.5,60.1,7.3
2023-06-11,Chennai Alandur,Chennai,tn,13.0,80.21,urban,34.4,63.6,22.631184708910844,3.4,0.46,83.3,57,35.0,59.9,5.5
2023-06-11,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,25.0,56.7,12.833050884602262,3.7,0.2,74.1,42,33.7,45.3,6.7
2023-06-11,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,12.1,24.1,2.0,13.13804624935662,0.2,83.9,20,28.6,55.0,6.1
2023-06-11,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,27.5,45.5,19.005285026273505,1.0,0.53,77.5,46,32.4,49.0,5.3
2023-06-11,Guwahati Railway,Guwahati,as,26.19,91.75,urban,39.1,78.5,31.765412541676852,5.0,0.37,74.6,65,28.4,54.5,3.6
2023-06-11,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,48.0,97.4,35.440078946275776,6.6,0.5,63.1,80,26.1,54.9,5.9
2023-06-11,Shimla Ridge,Shimla,hp,31.1,77.17,residential,43.0,61.8,6.8,1.0,0.5,85.9,72,26.6,47.5,8.1
2023-06-11,Ernakulam South,Kochi,kl,9.98,76.3,urban,18.4,26.4,28.191445166745503,1.0,0.32,81.0,31,38.2,55.1,6.0
2023-06-11,Panaji Altinho,Panaji,ga,15.49,73.83,urban,12.3,27.6,24.384279483518966,2.2,0.2,68.7,21,34.9,40.4,4.3
2023-06-12,ITO,New Delhi,dl,28.63,77.24,urban,65.0,114.7,31.295876752873262,3.5,0.67,61.1,117,26.6,50.0,5.2
2023-06-12,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,89.2,165.5,28.5,13.37313876180902,1.06,55.2,197,26.5,66.6,4.9
2023-06-12,RK Puram,New Delhi,dl,28.56,77.17,residential,62.8,115.0,23.3,1.9,0.89,75.3,109,24.6,46.9,6.2
2023-06-12,Lucknow Central,Lucknow,up,26.85,80.95,urban,74.4,157.0,48.546790118554,7.8,0.7,72.4,148,27.9,55.4,5.6
2023-06-12,Noida Sec-62,Noida,up,28.63,77.37,urban,76.9,123.0,33.47990651517354,7.8,1.02,73.5,156,28.7,63.1,6.7
2023-06-12,Patna Airport,Patna,br,25.59,85.09,urban,55.4,101.2,17.668969608220948,4.4,0.34,69.2,92,27.2,56.9,0.6
2023-06-12,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,45.2,93.0,17.3407652944225,3.9,0.36,74.5,75,32.5,70.3,6.5
2023-06-12,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,12.4,26.7,16.978468231705225,7.5,0.63,81.4,21,31.7,58.4,7.4
2023-06-12,Pune IITM,Pune,mh,18.54,73.81,suburban,5.4,10.0,6.1,6.6,0.2,84.7,10,34.1,61.8,8.7
2023-06-12,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,46.9,85.5,26.107283781505117,5.3,0.6,71.0,78,27.5,61.8,6.0
2023-06-12,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,65.1,138.0,45.79909351517624,4.3,0.64,63.1,117,25.1,50.9,4.5
2023-06-12,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,53.3,116.5,28.720153351374663,2.2,0.48,59.1,89,24.4,53.8,7.4
2023-06-12,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,62.1,86.5,45.629840474865226,3.3,0.75,74.1,107,28.0,52.6,6.5
2023-06-12,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,32.6,45.1,15.451291345330745,2.5,0.56,80.1,54,28.1,50.6,7.0
2023-06-12,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,36.7,45.8,21.5,6.8843661020433435,0.34,80.4,61,30.8,58.9,4.0
2023-06-12,Raipur IGSV,Raipur,ct,21.24,81.63,urban,31.1,49.7,19.33389754144101,3.5,0.51,73.7,52,29.1,57.8,4.6
2023-06-12,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,31.5,58.5,35.99219087562324,3.7,0.53,68.5,52,37.9,60.0,5.7
2023-06-12,Chennai Alandur,Chennai,tn,13.0,80.21,urban,12.6,19.9,15.15824751379685,5.3,0.2,71.2,21,35.2,51.2,6.1
2023-06-12,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,27.8,53.4,12.799294955175736,7.3,0.35,80.8,46,31.4,52.2,5.1
2023-06-12,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,25.2,44.0,6.9,13.323681454680425,0.33,70.4,42,32.8,57.2,6.9
2023-06-12,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,39.8,72.7,26.564464546879,6.9,0.2,85.7,66,36.0,47.1,4.2
2023-06-12,Guwahati Railway,Guwahati,as,26.19,91.75,urban,61.7,98.8,35.66120261662641,4.9,0.49,65.2,106,28.5,46.9,6.5
2023-06-12,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,50.3,92.5,23.46033252873825,7.9,0.44,75.3,84,25.8,58.8,4.4
2023-06-12,Shimla Ridge,Shimla,hp,31.1,77.17,residential,42.3,60.2,6.6,7.1,0.54,76.6,70,27.2,54.9,3.2
2023-06-12,Ernakulam South,Kochi,kl,9.98,76.3,urban,22.8,39.3,24.034631272752208,1.2,0.2,73.9,38,35.6,56.3,3.7
2023-06-12,Panaji Altinho,Panaji,ga,15.49,73.83,urban,9.6,23.3,12.12489389209202,1.0,0.2,79.5,16,32.4,54.7,1.5
2023-06-13,ITO,New Delhi,dl,28.63,77.24,urban,49.6,76.6,20.1731349130872,4.8,0.43,71.8,83,25.5,56.0,9.8
2023-06-13,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,87.1,148.3,34.1,17.823762400216694,1.07,62.0,190,30.0,48.9,5.0
2023-06-13,RK Puram,New Delhi,dl,28.56,77.17,residential,52.2,100.8,18.6,5.8,0.89,67.3,87,26.4,57.9,8.0
2023-06-13,Lucknow Central,Lucknow,up,26.85,80.95,urban,73.0,133.0,53.443884757287954,2.5,0.81,55.5,143,29.3,53.9,1.5
2023-06-13,Noida Sec-62,Noida,up,28.63,77.37,urban,45.5,76.6,31.828963826508115,3.6,0.53,68.4,76,24.7,49.9,4.2
2023-06-13,Patna Airport,Patna,br,25.59,85.09,urban,51.0,105.5,26.84047517951921,5.1,0.78,74.1,85,29.2,56.8,5.5
2023-06-13,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,31.4,44.5,21.575823369027358,3.5,0.46,78.2,52,31.1,54.6,4.4
2023-06-13,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,7.5,14.2,13.112473655368294,3.7,0.2,83.0,12,33.3,55.0,4.7
2023-06-13,Pune IITM,Pune,mh,18.54,73.81,suburban,20.8,37.6,16.2,1.0,0.46,71.8,35,29.2,57.3,4.3
2023-06-13,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,36.8,60.5,14.595868063543325,1.0,0.44,72.7,61,30.6,43.6,6.0
2023-06-13,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,61.8,125.8,33.4537285581015,5.3,0.72,77.7,106,22.1,58.5,6.6
